Bandit,Reward,Algorithm
795,3,epsilon_greedy
796,3,epsilon_greedy
797,3,epsilon_greedy
798,3,epsilon_greedy
799,3,epsilon_greedy
800,3,epsilon_greedy
801,3,epsilon_greedy
802,3,epsilon_greedy
803,3,epsilon_greedy
804,3,epsilon_greedy
805,3,epsilon_greedy
806,3,epsilon_greedy
807,3,epsilon_greedy
808,3,epsilon_greedy
809,3,epsilon_greedy
810,3,epsilon_greedy
811,3,epsilon_greedy
812,3,epsilon_greedy
813,3,epsilon_greedy
814,3,epsilon_greedy
815,3,epsilon_greedy
816,3,epsilon_greedy
817,3,epsilon_greedy
818,3,epsilon_greedy
819,3,epsilon_greedy
820,3,epsilon_greedy
821,3,epsilon_greedy
822,3,epsilon_greedy
823,3,epsilon_greedy
824,3,epsilon_greedy
825,3,epsilon_greedy
826,3,epsilon_greedy
827,3,epsilon_greedy
828,3,epsilon_greedy
829,3,epsilon_greedy
830,3,epsilon_greedy
831,3,epsilon_greedy
832,3,epsilon_greedy
833,3,epsilon_greedy
834,3,epsilon_greedy
835,3,epsilon_greedy
836,3,epsilon_greedy
837,3,epsilon_greedy
838,3,epsilon_greedy
839,3,epsilon_greedy
840,3,epsilon_greedy
841,3,epsilon_greedy
842,3,epsilon_greedy
843,3,epsilon_greedy
844,3,epsilon_greedy
845,3,epsilon_greedy
846,3,epsilon_greedy
847,3,epsilon_greedy
848,3,epsilon_greedy
849,3,epsilon_greedy
850,3,epsilon_greedy
851,3,epsilon_greedy
852,3,epsilon_greedy
853,3,epsilon_greedy
854,3,epsilon_greedy
855,2,epsilon_greedy
856,3,epsilon_greedy
857,3,epsilon_greedy
858,3,epsilon_greedy
859,3,epsilon_greedy
860,3,epsilon_greedy
861,3,epsilon_greedy
862,3,epsilon_greedy
863,3,epsilon_greedy
864,3,epsilon_greedy
865,3,epsilon_greedy
866,3,epsilon_greedy
867,3,epsilon_greedy
868,3,epsilon_greedy
869,3,epsilon_greedy
870,3,epsilon_greedy
871,3,epsilon_greedy
872,3,epsilon_greedy
873,3,epsilon_greedy
874,3,epsilon_greedy
875,3,epsilon_greedy
876,3,epsilon_greedy
877,3,epsilon_greedy
878,3,epsilon_greedy
879,3,epsilon_greedy
880,3,epsilon_greedy
881,3,epsilon_greedy
882,3,epsilon_greedy
883,3,epsilon_greedy
884,3,epsilon_greedy
885,3,epsilon_greedy
886,3,epsilon_greedy
887,3,epsilon_greedy
888,3,epsilon_greedy
889,3,epsilon_greedy
890,3,epsilon_greedy
891,3,epsilon_greedy
892,3,epsilon_greedy
893,3,epsilon_greedy
894,3,epsilon_greedy
895,3,epsilon_greedy
896,3,epsilon_greedy
897,3,epsilon_greedy
898,3,epsilon_greedy
899,3,epsilon_greedy
900,3,epsilon_greedy
901,3,epsilon_greedy
902,3,epsilon_greedy
903,3,epsilon_greedy
904,3,epsilon_greedy
905,3,epsilon_greedy
906,3,epsilon_greedy
907,3,epsilon_greedy
908,3,epsilon_greedy
909,3,epsilon_greedy
910,3,epsilon_greedy
911,3,epsilon_greedy
912,3,epsilon_greedy
913,3,epsilon_greedy
914,3,epsilon_greedy
915,3,epsilon_greedy
916,3,epsilon_greedy
917,3,epsilon_greedy
918,3,epsilon_greedy
919,3,epsilon_greedy
920,3,epsilon_greedy
921,3,epsilon_greedy
922,3,epsilon_greedy
923,3,epsilon_greedy
924,3,epsilon_greedy
925,3,epsilon_greedy
926,3,epsilon_greedy
927,3,epsilon_greedy
928,3,epsilon_greedy
929,3,epsilon_greedy
930,3,epsilon_greedy
931,3,epsilon_greedy
932,3,epsilon_greedy
933,3,epsilon_greedy
934,3,epsilon_greedy
935,3,epsilon_greedy
936,3,epsilon_greedy
937,3,epsilon_greedy
938,3,epsilon_greedy
939,3,epsilon_greedy
940,3,epsilon_greedy
941,3,epsilon_greedy
942,3,epsilon_greedy
943,3,epsilon_greedy
944,3,epsilon_greedy
945,3,epsilon_greedy
946,3,epsilon_greedy
947,3,epsilon_greedy
948,3,epsilon_greedy
949,3,epsilon_greedy
950,3,epsilon_greedy
951,3,epsilon_greedy
952,3,epsilon_greedy
953,3,epsilon_greedy
954,3,epsilon_greedy
955,3,epsilon_greedy
956,3,epsilon_greedy
957,3,epsilon_greedy
958,3,epsilon_greedy
959,3,epsilon_greedy
960,3,epsilon_greedy
961,3,epsilon_greedy
962,3,epsilon_greedy
963,3,epsilon_greedy
964,3,epsilon_greedy
965,3,epsilon_greedy
966,3,epsilon_greedy
967,3,epsilon_greedy
968,3,epsilon_greedy
969,3,epsilon_greedy
970,3,epsilon_greedy
971,3,epsilon_greedy
972,3,epsilon_greedy
973,3,epsilon_greedy
974,3,epsilon_greedy
975,3,epsilon_greedy
976,3,epsilon_greedy
977,3,epsilon_greedy
978,3,epsilon_greedy
979,3,epsilon_greedy
980,3,epsilon_greedy
981,3,epsilon_greedy
982,3,epsilon_greedy
983,3,epsilon_greedy
984,3,epsilon_greedy
985,3,epsilon_greedy
986,3,epsilon_greedy
987,3,epsilon_greedy
988,3,epsilon_greedy
989,3,epsilon_greedy
990,3,epsilon_greedy
991,3,epsilon_greedy
992,3,epsilon_greedy
993,3,epsilon_greedy
994,3,epsilon_greedy
995,3,epsilon_greedy
996,3,epsilon_greedy
997,3,epsilon_greedy
998,3,epsilon_greedy
999,3,epsilon_greedy
1000,3,epsilon_greedy
1001,3,epsilon_greedy
1002,3,epsilon_greedy
1003,3,epsilon_greedy
1004,3,epsilon_greedy
1005,3,epsilon_greedy
1006,3,epsilon_greedy
1007,3,epsilon_greedy
1008,3,epsilon_greedy
1009,3,epsilon_greedy
1010,3,epsilon_greedy
1011,3,epsilon_greedy
1012,3,epsilon_greedy
1013,3,epsilon_greedy
1014,3,epsilon_greedy
1015,3,epsilon_greedy
1016,3,epsilon_greedy
1017,3,epsilon_greedy
1018,3,epsilon_greedy
1019,3,epsilon_greedy
1020,3,epsilon_greedy
1021,3,epsilon_greedy
1022,3,epsilon_greedy
1023,3,epsilon_greedy
1024,3,epsilon_greedy
1025,3,epsilon_greedy
1026,3,epsilon_greedy
1027,3,epsilon_greedy
1028,3,epsilon_greedy
1029,3,epsilon_greedy
1030,3,epsilon_greedy
1031,3,epsilon_greedy
1032,3,epsilon_greedy
1033,3,epsilon_greedy
1034,3,epsilon_greedy
1035,3,epsilon_greedy
1036,3,epsilon_greedy
1037,3,epsilon_greedy
1038,3,epsilon_greedy
1039,3,epsilon_greedy
1040,3,epsilon_greedy
1041,3,epsilon_greedy
1042,3,epsilon_greedy
1043,3,epsilon_greedy
1044,3,epsilon_greedy
1045,3,epsilon_greedy
1046,3,epsilon_greedy
1047,3,epsilon_greedy
1048,3,epsilon_greedy
1049,3,epsilon_greedy
1050,3,epsilon_greedy
1051,3,epsilon_greedy
1052,3,epsilon_greedy
1053,3,epsilon_greedy
1054,3,epsilon_greedy
1055,3,epsilon_greedy
1056,3,epsilon_greedy
1057,3,epsilon_greedy
1058,3,epsilon_greedy
1059,3,epsilon_greedy
1060,3,epsilon_greedy
1061,3,epsilon_greedy
1062,3,epsilon_greedy
1063,3,epsilon_greedy
